Station, Line, Date, Swipes
FORDHAM RD, BD, 12/02/2016, 13407
GRAND ST, BD, 12/02/2016, 25622
KINGSBRIDGE RD, BD, 12/02/2016, 8395
TREMONT AV, BD, 12/02/2016, 10739
161/YANKEE STAD, BD4, 12/02/2016, 16788
7 AV, BDE, 12/02/2016, 16035
47-50 STS ROCK, BDFM, 12/02/2016, 70550
42 ST-BRYANT PK, BDFM7, 12/02/2016, 46596
34 ST-HERALD SQ, BDFMNQRW, 12/02/2016, 135509
B'WAY-LAFAYETTE, BDFQ6, 12/02/2016, 20288
DEKALB AV, BDNQR, 12/02/2016, 20309
ATL AV-BARCLAY, BDNQR2345, 12/02/2016, 22236
7 AV, BQ, 12/02/2016, 9926
AVENUE H, BQ, 12/02/2016, 3066
AVENUE J, BQ, 12/02/2016, 6275
AVENUE M, BQ, 12/02/2016, 6557
AVENUE U, BQ, 12/02/2016, 7539
BEVERLEY ROAD, BQ, 12/02/2016, 3787
BRIGHTON BEACH, BQ, 12/02/2016, 12388
CHURCH AV, BQ, 12/02/2016, 18786
CORTELYOU RD, BQ, 12/02/2016, 6742
KINGS HWY, BQ, 12/02/2016, 20782
NECK RD, BQ, 12/02/2016, 4530
NEWKIRK PLAZA, BQ, 12/02/2016, 10928
PARKSIDE AV, BQ, 12/02/2016, 5510
SHEEPSHEAD BAY, BQ, 12/02/2016, 14161
PROSPECT PARK, BQS, 12/02/2016, 10475
155 ST, C, 12/02/2016, 2888
163 ST-AMSTERDM, C, 12/02/2016, 4687
CLINTON-WASH AV, C, 12/02/2016, 7674
KINGSTON-THROOP, C, 12/02/2016, 6872
LAFAYETTE AV, C, 12/02/2016, 4712
LIBERTY AV, C, 12/02/2016, 3256
RALPH AV, C, 12/02/2016, 5933
ROCKAWAY AV, C, 12/02/2016, 5724
SHEPHERD AV, C, 12/02/2016, 3448
VAN SICLEN AVE, C, 12/02/2016, 3430
23 ST, CE, 12/02/2016, 25454
50 ST, CE, 12/02/2016, 21886
SPRING ST, CE, 12/02/2016, 12929
18 AV, D, 12/02/2016, 6506
20 AV, D, 12/02/2016, 5102
25 AV, D, 12/02/2016, 6946
50 ST, D, 12/02/2016, 3198
55 ST, D, 12/02/2016, 2134
71 ST, D, 12/02/2016, 6213
79 ST, D, 12/02/2016, 6897
9 AV, D, 12/02/2016, 6023
BAY 50 ST, D, 12/02/2016, 3309
BAY PKWY, D, 12/02/2016, 8542
FT HAMILTON PKY, D, 12/02/2016, 4419
NORWOOD 205 ST, D, 12/02/2016, 9111
4 AV-9 ST, DFGMNR, 12/02/2016, 3779
4AV-9 ST, DFGMNR, 12/02/2016, 9959
CONEY IS-STILLW, DFNQ, 12/02/2016, 11738
36 ST, DNR, 12/02/2016, 13661
JAMAICA VAN WK, E, 12/02/2016, 5004
JFK JAMAICA CT1, E, 12/02/2016, 8127
75 AV, EF, 12/02/2016, 3783
BRIARWOOD, EF, 12/02/2016, 5444
KEW GARDENS, EF, 12/02/2016, 27815
FOREST HILLS 71, EFMR, 12/02/2016, 27691
JKSN HT-ROOSVLT, EFMR7, 12/02/2016, 50952
JAMAICA CENTER, EJZ, 12/02/2016, 43540
SUTPHIN-ARCHER, EJZ, 12/02/2016, 25702
5 AV/53 ST, EM, 12/02/2016, 27196
LEXINGTON AV/53, EM6, 12/02/2016, 47852
COURT SQ, EMG, 12/02/2016, 9951
COURT SQ-23 ST, EMG, 12/02/2016, 9222
QUEENS PLAZA, EMR, 12/02/2016, 11487
169 ST, F, 12/02/2016, 9669
18 AV, F, 12/02/2016, 4452
2 AV, F, 12/02/2016, 17838
21 ST-QNSBRIDGE, F, 12/02/2016, 10573
57 ST, F, 12/02/2016, 14422
AVENUE I, F, 12/02/2016, 1798
AVENUE N, F, 12/02/2016, 2978
AVENUE P, F, 12/02/2016, 2518
AVENUE U, F, 12/02/2016, 2507
AVENUE X, F, 12/02/2016, 2666
BAY PKWY, F, 12/02/2016, 1108
DITMAS AV, F, 12/02/2016, 3886
EAST BROADWAY, F, 12/02/2016, 15104
JAMAICA 179 ST, F, 12/02/2016, 24003
KINGS HWY, F, 12/02/2016, 4956
LEXINGTON AV/63, F, 12/02/2016, 18543
NEPTUNE AV, F, 12/02/2016, 1867
PARSONS BLVD, F, 12/02/2016, 6936
ROOSEVELT ISLND, F, 12/02/2016, 7258
SUTPHIN BLVD, F, 12/02/2016, 4482
YORK ST, F, 12/02/2016, 9996
15 ST-PROSPECT, FG, 12/02/2016, 6550
7 AV, FG, 12/02/2016, 12145
BERGEN ST, FG, 12/02/2016, 11429
CARROLL ST, FG, 12/02/2016, 12722
CHURCH AV, FG, 12/02/2016, 10623
FT HAMILTON PKY, FG, 12/02/2016, 6211
SMITH-9 ST, FG, 12/02/2016, 5058
DELANCEY/ESSEX, FJMZ, 12/02/2016, 24422
14 ST, FLM123, 12/02/2016, 19821
6 AV, FLM123, 12/02/2016, 6339
23 ST, FM, 12/02/2016, 32017
W 8 ST-AQUARIUM, FQ, 12/02/2016, 1944
21 ST, G, 12/02/2016, 1676
BEDFORD-NOSTRAN, G, 12/02/2016, 9171
BROADWAY, G, 12/02/2016, 4582
CLASSON AV, G, 12/02/2016, 5474
CLINTON-WASH AV, G, 12/02/2016, 5243
FLUSHING AV, G, 12/02/2016, 2923
FULTON ST, G, 12/02/2016, 5974
GREENPOINT AV, G, 12/02/2016, 9968
MYRTLE-WILLOUGH, G, 12/02/2016, 5974
NASSAU ST, G, 12/02/2016, 9365
METROPOLITAN AV, GL, 12/02/2016, 7695
111 ST, J, 12/02/2016, 2777
85 ST-FOREST PK, J, 12/02/2016, 4190
ALABAMA AV, J, 12/02/2016, 2620
CLEVELAND ST, J, 12/02/2016, 3546
CYPRESS HILLS, J, 12/02/2016, 1604
HALSEY ST, J, 12/02/2016, 6230
KOSCIUSZKO ST, J, 12/02/2016, 4980
FLUSHING AV, JM, 12/02/2016, 8662
HEWES ST, JM, 12/02/2016, 2462
LORIMER ST, JM, 12/02/2016, 4890
MARCY AV, JMZ, 12/02/2016, 14203
MYRTLE AV, JMZ, 12/02/2016, 12067
CANAL ST, JNQRZ6W, 12/02/2016, 42069
104 ST, JZ, 12/02/2016, 2953
121 ST, JZ, 12/02/2016, 2497
75 ST-ELDERTS, JZ, 12/02/2016, 4007
BOWERY, JZ, 12/02/2016, 3376
BROAD ST, JZ, 12/02/2016, 6980
CHAUNCEY ST, JZ, 12/02/2016, 3417
CRESCENT ST, JZ, 12/02/2016, 5119
GATES AV, JZ, 12/02/2016, 6758
NORWOOD AV, JZ, 12/02/2016, 3608
VAN SICLEN AV, JZ, 12/02/2016, 3186
WOODHAVEN BLVD, JZ, 12/02/2016, 5046
CHAMBERS ST, JZ456, 12/02/2016, 11621
1 AV, L, 12/02/2016, 23691
3 AV, L, 12/02/2016, 7209
ATLANTIC AV, L, 12/02/2016, 2012
BEDFORD AV, L, 12/02/2016, 28247
BUSHWICK AV, L, 12/02/2016, 2244
CANARSIE-ROCKAW, L, 12/02/2016, 13314
DEKALB AV, L, 12/02/2016, 13239
EAST 105 ST, L, 12/02/2016, 4232
GRAHAM AV, L, 12/02/2016, 11401
GRAND ST, L, 12/02/2016, 7754
HALSEY ST, L, 12/02/2016, 8971
JEFFERSON ST, L, 12/02/2016, 7956
LIVONIA AV, L, 12/02/2016, 3549
MONTROSE AV, L, 12/02/2016, 7538
MORGAN AV, L, 12/02/2016, 8134
NEW LOTS, L, 12/02/2016, 5784
SUTTER AV, L, 12/02/2016, 4913
WILSON AV, L, 12/02/2016, 4831
LORIMER ST, LG, 12/02/2016, 5981
MYRTLE-WYCKOFF, LM, 12/02/2016, 21281
14 ST-UNION SQ, LNQR456W, 12/02/2016, 65231
CENTRAL AV, M, 12/02/2016, 3993
FOREST AVE, M, 12/02/2016, 4541
FRESH POND RD, M, 12/02/2016, 6392
KNICKERBOCKER, M, 12/02/2016, 4493
METROPOLITAN AV, M, 12/02/2016, 4892
SENECA AVE, M, 12/02/2016, 2891
36 ST, MR, 12/02/2016, 4677
46 ST, MR, 12/02/2016, 9576
63 DR-REGO PARK, MR, 12/02/2016, 17820
65 ST, MR, 12/02/2016, 3825
67 AV, MR, 12/02/2016, 9907
ELMHURST AV, MR, 12/02/2016, 14184
GRAND-NEWTOWN, MR, 12/02/2016, 20917
NORTHERN BLVD, MR, 12/02/2016, 7500
STEINWAY ST, MR, 12/02/2016, 15558
WOODHAVEN BLVD, MR, 12/02/2016, 22997
18 AV, N, 12/02/2016, 2041
20 AV, N, 12/02/2016, 1000
8 AV, N, 12/02/2016, 13716
86 ST, N, 12/02/2016, 1056
AVENUE U, N, 12/02/2016, 1167
BAY PKWY, N, 12/02/2016, 11799
FT HAMILTON PKY, N, 12/02/2016, 1313
KINGS HWY, N, 12/02/2016, 1188
NEW UTRECHT AV, ND, 12/02/2016, 6115
59 ST, NQR456W, 12/02/2016, 18314
49 ST, NQRW, 12/02/2016, 27816
5 AV/59 ST, NQRW, 12/02/2016, 17337
57 ST-7 AV, NQRW, 12/02/2016, 30822
30 AV, NQW, 12/02/2016, 15513
36 AV, NQW, 12/02/2016, 7832
39 AV, NQW, 12/02/2016, 3404
ASTORIA BLVD, NQW, 12/02/2016, 12967
ASTORIA DITMARS, NQW, 12/02/2016, 18716
BROADWAY, NQW, 12/02/2016, 13819
23 ST, NRW, 12/02/2016, 25271
28 ST, NRW, 12/02/2016, 14161
59 ST, NRW, 12/02/2016, 14022
8 ST-NYU, NRW, 12/02/2016, 18090
CITY HALL, NRW, 12/02/2016, 7766
PRINCE ST, NRW, 12/02/2016, 15839
RECTOR ST, NRW, 12/02/2016, 7626
OCEAN PKWY, Q, 12/02/2016, 3346
25 ST, R, 12/02/2016, 4206
45 ST, R, 12/02/2016, 7510
53 ST, R, 12/02/2016, 7746
77 ST, R, 12/02/2016, 5995
86 ST, R, 12/02/2016, 13308
BAY RIDGE AV, R, 12/02/2016, 8939
BAY RIDGE-95 ST, R, 12/02/2016, 6441
JAY ST-METROTEC, R, 12/02/2016, 4201
PROSPECT AV, R, 12/02/2016, 5995
RIT-MANHATTAN, R, 12/02/2016, 2760
RIT-ROOSEVELT, R, 12/02/2016, 3033
UNION ST, R, 12/02/2016, 6624
WHITEHALL S-FRY, R1W, 12/02/2016, 16080
BOROUGH HALL, R2345, 12/02/2016, 2614
CORTLANDT ST, RNW, 12/02/2016, 17549
PARK PLACE, S, 12/02/2016, 1830
BOTANIC GARDEN, S2345, 12/02/2016, 1744
